transaction_id,customer_id,product_id,transaction_date,quantity,price,Revenue,Discount_Amount,Net_Revenue,payment_method,payment_status
173,368,107,2026-02-20,4,50000.0,200000.0,60000.0,140000.0,Card,successful
174,97,105,2025-10-09,2,45000.0,90000.0,36000.0,54000.0,NetBanking,successful
175,22,110,2025-09-13,5,45000.0,225000.0,11250.0,213750.0,Cash,successful
176,260,107,2025-09-20,5,50000.0,250000.0,100000.0,150000.0,Cash,successful
177,164,107,2025-09-04,4,50000.0,200000.0,10000.0,190000.0,Card,successful
178,288,102,2025-08-07,4,70000.0,280000.0,98000.0,182000.0,NetBanking,successful
179,565,105,2025-08-08,3,45000.0,135000.0,27000.0,108000.0,Cash,successful
180,500,108,2025-12-23,5,15000.0,75000.0,7500.0,67500.0,Cash,successful
181,693,108,2025-11-27,4,15000.0,60000.0,24000.0,36000.0,Card,successful
182,749,109,2025-04-21,4,65000.0,260000.0,26000.0,234000.0,Cash,successful
183,348,101,2025-08-27,5,250000.0,1250000.0,312500.0,937500.0,Cash,successful
184,380,102,2026-02-17,3,70000.0,210000.0,63000.0,147000.0,Cash,successful
185,672,106,2025-04-27,2,80000.0,160000.0,64000.0,96000.0,NetBanking,successful
186,545,110,2026-03-07,1,45000.0,45000.0,13500.0,31500.0,UPI,successful
187,996,101,2026-03-18,3,250000.0,750000.0,150000.0,600000.0,UPI,successful
188,200,101,2025-11-28,2,250000.0,500000.0,150000.0,350000.0,Cash,successful
189,585,102,2025-06-29,4,70000.0,280000.0,70000.0,210000.0,NetBanking,successful
190,843,102,2025-10-07,3,70000.0,210000.0,84000.0,126000.0,NetBanking,successful
191,552,107,2025-04-26,2,50000.0,100000.0,15000.0,85000.0,NetBanking,successful
192,744,109,2026-03-07,2,65000.0,130000.0,6500.0,123500.0,NetBanking,successful
193,243,101,2025-07-10,2,250000.0,500000.0,50000.0,450000.0,Card,successful
194,56,103,2025-10-26,5,1300.0,6500.0,1950.0,4550.0,UPI,successful
195,511,102,2026-12-02,5,70000.0,350000.0,35000.0,315000.0,Cash,successful
196,248,109,2025-10-31,5,65000.0,325000.0,81250.0,243750.0,NetBanking,successful
197,344,101,2025-05-29,1,250000.0,250000.0,50000.0,200000.0,NetBanking,successful
198,263,108,2026-02-20,2,15000.0,30000.0,7500.0,22500.0,NetBanking,successful
199,628,102,2025-09-12,3,70000.0,210000.0,31500.0,178500.0,UPI,successful
200,76,105,2025-04-27,1,45000.0,45000.0,18000.0,27000.0,Cash,successful
201,951,103,2025-12-16,3,1300.0,3900.0,975.0,2925.0,Card,successful
202,362,108,2025-05-05,5,15000.0,75000.0,3750.0,71250.0,Cash,successful
203,929,103,2025-07-26,1,1300.0,1300.0,455.0,845.0,Cash,successful
204,988,107,2025-09-27,4,50000.0,200000.0,40000.0,160000.0,NetBanking,successful
205,288,104,2025-08-06,3,8000.0,24000.0,6000.0,18000.0,NetBanking,successful
206,258,106,2025-11-24,5,80000.0,400000.0,80000.0,320000.0,UPI,successful
207,710,108,2025-05-01,1,15000.0,15000.0,3750.0,11250.0,UPI,successful
208,91,101,2025-07-09,5,250000.0,1250000.0,500000.0,750000.0,Cash,successful
209,392,108,2026-02-23,3,15000.0,45000.0,11250.0,33750.0,UPI,successful
210,261,110,2026-03-26,1,45000.0,45000.0,2250.0,42750.0,Cash,successful
211,576,102,2025-12-28,4,70000.0,280000.0,98000.0,182000.0,NetBanking,successful
212,247,101,2025-06-02,3,250000.0,750000.0,225000.0,525000.0,UPI,successful
213,659,110,2025-11-13,3,45000.0,135000.0,33750.0,101250.0,NetBanking,successful
214,81,105,2025-07-13,5,45000.0,225000.0,33750.0,191250.0,UPI,successful
215,904,101,2026-01-25,4,250000.0,1000000.0,350000.0,650000.0,Card,successful
216,796,110,2026-03-29,4,45000.0,180000.0,27000.0,153000.0,Cash,successful
217,763,110,2026-04-08,5,45000.0,225000.0,33750.0,191250.0,Cash,successful
218,774,101,2025-09-17,1,250000.0,250000.0,12500.0,237500.0,Cash,successful
219,560,102,2025-04-07,5,70000.0,350000.0,105000.0,245000.0,NetBanking,successful
220,107,105,2026-04-07,1,45000.0,45000.0,2250.0,42750.0,UPI,successful
221,298,109,2026-02-15,3,65000.0,195000.0,9750.0,185250.0,UPI,successful
222,953,103,2025-07-20,2,1300.0,2600.0,650.0,1950.0,UPI,successful
223,189,108,2026-01-25,5,15000.0,75000.0,11250.0,63750.0,Cash,successful
224,682,106,2025-07-03,5,80000.0,400000.0,140000.0,260000.0,Card,successful
225,987,110,2025-09-22,5,45000.0,225000.0,67500.0,157500.0,NetBanking,successful
226,699,109,2025-05-05,5,65000.0,325000.0,130000.0,195000.0,Cash,successful
227,154,104,2026-03-17,2,8000.0,16000.0,800.0,15200.0,Card,successful
228,911,102,2025-10-26,2,70000.0,140000.0,28000.0,112000.0,UPI,successful
229,207,105,2025-09-18,5,45000.0,225000.0,33750.0,191250.0,Card,successful
230,417,110,2025-06-27,1,45000.0,45000.0,11250.0,33750.0,Cash,successful
231,431,103,2025-07-12,4,1300.0,5200.0,1300.0,3900.0,Cash,successful
232,54,110,2025-07-08,5,45000.0,225000.0,56250.0,168750.0,NetBanking,successful
233,107,108,2026-01-24,4,15000.0,60000.0,21000.0,39000.0,UPI,successful
234,320,107,2025-09-30,4,50000.0,200000.0,70000.0,130000.0,Cash,successful
235,597,106,2025-08-03,1,80000.0,80000.0,8000.0,72000.0,Cash,successful
236,197,109,2026-02-17,3,65000.0,195000.0,29250.0,165750.0,Card,successful
237,97,105,2026-01-22,5,45000.0,225000.0,11250.0,213750.0,Cash,successful
238,747,106,2026-04-14,2,80000.0,160000.0,32000.0,128000.0,NetBanking,successful
239,363,103,2025-05-28,4,1300.0,5200.0,780.0,4420.0,NetBanking,successful
240,14,108,2025-09-15,1,15000.0,15000.0,3750.0,11250.0,Cash,successful
241,305,107,2025-07-08,4,50000.0,200000.0,60000.0,140000.0,Card,successful
242,307,106,2025-12-13,1,80000.0,80000.0,16000.0,64000.0,Card,successful
243,827,108,2026-04-15,5,15000.0,75000.0,18750.0,56250.0,NetBanking,successful
244,556,105,2026-02-13,2,45000.0,90000.0,31500.0,58500.0,Cash,successful
245,610,106,2025-07-16,4,80000.0,320000.0,64000.0,256000.0,Cash,successful
246,114,104,2025-09-21,5,8000.0,40000.0,10000.0,30000.0,Cash,successful
247,876,103,2026-01-17,3,1300.0,3900.0,975.0,2925.0,Cash,successful
248,724,101,2026-03-21,1,250000.0,250000.0,100000.0,150000.0,Cash,successful
249,585,108,2026-02-26,5,15000.0,75000.0,15000.0,60000.0,NetBanking,successful
250,407,110,2025-06-26,1,45000.0,45000.0,4500.0,40500.0,UPI,successful
251,588,110,2025-06-18,4,45000.0,180000.0,9000.0,171000.0,NetBanking,successful
252,780,101,2025-10-27,5,250000.0,1250000.0,187500.0,1062500.0,Card,successful
253,45,105,2025-08-27,3,45000.0,135000.0,27000.0,108000.0,Cash,successful
254,297,106,2025-07-24,5,80000.0,400000.0,80000.0,320000.0,UPI,successful
255,705,105,2025-05-31,4,45000.0,180000.0,72000.0,108000.0,UPI,successful
256,900,106,2025-12-11,2,80000.0,160000.0,8000.0,152000.0,Cash,successful
257,596,106,2025-08-23,3,80000.0,240000.0,48000.0,192000.0,Cash,successful
258,41,109,2026-01-16,3,65000.0,195000.0,19500.0,175500.0,UPI,successful
259,41,106,2025-05-24,1,80000.0,80000.0,8000.0,72000.0,UPI,successful
260,67,109,2025-08-20,4,65000.0,260000.0,78000.0,182000.0,NetBanking,successful
261,425,102,2026-02-28,3,70000.0,210000.0,52500.0,157500.0,Card,successful
262,102,110,2025-12-01,2,45000.0,90000.0,22500.0,67500.0,NetBanking,successful
263,778,104,2025-12-19,2,8000.0,16000.0,4000.0,12000.0,Cash,successful
264,738,104,2025-08-04,2,8000.0,16000.0,5600.0,10400.0,NetBanking,successful
265,217,106,2025-07-29,5,80000.0,400000.0,160000.0,240000.0,NetBanking,successful
266,688,106,2025-06-16,1,80000.0,80000.0,16000.0,64000.0,Cash,successful
267,255,102,2025-12-19,3,70000.0,210000.0,52500.0,157500.0,Cash,successful
268,869,104,2025-10-04,3,8000.0,24000.0,1200.0,22800.0,Cash,successful
269,571,105,2025-07-04,5,45000.0,225000.0,45000.0,180000.0,UPI,successful
270,150,109,2026-05-04,4,65000.0,260000.0,13000.0,247000.0,Card,successful
271,573,107,2025-06-28,3,50000.0,150000.0,60000.0,90000.0,Cash,successful
272,250,107,2025-05-26,3,50000.0,150000.0,37500.0,112500.0,UPI,successful
273,297,106,2026-01-26,4,80000.0,320000.0,64000.0,256000.0,NetBanking,successful
274,835,101,2025-08-22,5,250000.0,1250000.0,312500.0,937500.0,UPI,successful
275,433,103,2025-06-26,1,1300.0,1300.0,130.0,1170.0,Cash,successful
276,653,103,2025-07-14,4,1300.0,5200.0,260.0,4940.0,Card,successful
277,667,102,2025-12-05,1,70000.0,70000.0,17500.0,52500.0,NetBanking,successful
278,416,106,2025-08-29,5,80000.0,400000.0,140000.0,260000.0,Cash,successful
279,120,106,2025-11-21,4,80000.0,320000.0,32000.0,288000.0,UPI,successful
280,929,108,2025-06-18,5,15000.0,75000.0,30000.0,45000.0,Cash,successful
281,967,109,2025-11-22,2,65000.0,130000.0,32500.0,97500.0,UPI,successful
282,341,106,2025-08-12,1,80000.0,80000.0,4000.0,76000.0,NetBanking,successful
283,477,105,2025-10-23,3,45000.0,135000.0,40500.0,94500.0,UPI,successful
284,769,110,2025-07-11,5,45000.0,225000.0,56250.0,168750.0,NetBanking,successful
285,398,103,2025-04-19,1,1300.0,1300.0,195.0,1105.0,Card,successful
286,736,106,2026-01-02,4,80000.0,320000.0,32000.0,288000.0,Cash,successful
287,630,107,2025-06-06,5,50000.0,250000.0,62500.0,187500.0,UPI,successful
288,252,107,2026-08-01,3,50000.0,150000.0,52500.0,97500.0,Cash,successful
289,694,106,2025-11-05,4,80000.0,320000.0,112000.0,208000.0,Card,successful
290,165,103,2026-04-04,1,1300.0,1300.0,520.0,780.0,Card,successful
291,961,106,2026-02-12,1,80000.0,80000.0,20000.0,60000.0,Card,successful
292,879,106,2026-03-23,5,80000.0,400000.0,120000.0,280000.0,UPI,successful
293,291,101,2025-05-10,1,250000.0,250000.0,87500.0,162500.0,UPI,successful
294,159,106,2025-05-11,5,80000.0,400000.0,80000.0,320000.0,UPI,successful
295,296,107,2026-02-05,4,50000.0,200000.0,80000.0,120000.0,UPI,successful
296,636,106,2025-12-09,3,80000.0,240000.0,84000.0,156000.0,Card,successful
297,843,109,2025-09-27,5,65000.0,325000.0,130000.0,195000.0,Card,successful
298,435,109,2025-06-15,3,65000.0,195000.0,78000.0,117000.0,NetBanking,successful
299,346,110,2025-01-10,4,45000.0,180000.0,54000.0,126000.0,UPI,successful
300,820,102,2026-02-07,1,70000.0,70000.0,10500.0,59500.0,Card,successful
301,204,108,2025-06-23,5,15000.0,75000.0,15000.0,60000.0,Card,successful
302,978,103,2025-08-23,4,1300.0,5200.0,260.0,4940.0,UPI,successful
303,891,102,2025-12-07,5,70000.0,350000.0,70000.0,280000.0,Card,successful
304,21,109,2026-01-12,4,65000.0,260000.0,26000.0,234000.0,Cash,successful
305,313,104,2025-10-31,3,8000.0,24000.0,9600.0,14400.0,Cash,successful
306,597,101,2026-01-27,3,250000.0,750000.0,37500.0,712500.0,NetBanking,successful
307,264,103,2025-07-22,5,1300.0,6500.0,1300.0,5200.0,UPI,successful
308,4,103,2025-06-14,1,1300.0,1300.0,325.0,975.0,Card,successful
309,360,104,2025-04-30,2,8000.0,16000.0,4000.0,12000.0,UPI,successful
310,524,107,2026-01-20,4,50000.0,200000.0,70000.0,130000.0,NetBanking,successful
311,619,110,2025-06-24,2,45000.0,90000.0,13500.0,76500.0,Card,successful
312,318,109,2026-01-13,5,65000.0,325000.0,48750.0,276250.0,UPI,successful
313,520,101,2025-06-12,4,250000.0,1000000.0,400000.0,600000.0,Cash,successful
314,716,106,2025-09-24,4,80000.0,320000.0,16000.0,304000.0,NetBanking,successful
315,762,108,2025-09-05,3,15000.0,45000.0,2250.0,42750.0,UPI,successful
316,640,101,2025-10-11,2,250000.0,500000.0,150000.0,350000.0,UPI,successful
317,848,101,2025-10-28,1,250000.0,250000.0,62500.0,187500.0,UPI,successful
318,472,105,2025-12-04,1,45000.0,45000.0,11250.0,33750.0,Cash,successful
319,90,107,2025-04-11,5,50000.0,250000.0,87500.0,162500.0,Card,successful
320,713,102,2025-10-26,4,70000.0,280000.0,56000.0,224000.0,Card,successful
321,718,108,2025-06-13,1,15000.0,15000.0,5250.0,9750.0,Cash,successful
322,822,104,2025-11-20,4,8000.0,32000.0,3200.0,28800.0,Cash,successful
323,138,103,2026-03-31,4,1300.0,5200.0,260.0,4940.0,NetBanking,successful
324,506,108,2025-10-13,3,15000.0,45000.0,2250.0,42750.0,NetBanking,successful
325,176,102,2025-11-16,5,70000.0,350000.0,70000.0,280000.0,Card,successful
326,805,102,2025-08-12,5,70000.0,350000.0,122500.0,227500.0,NetBanking,successful
327,599,101,2025-11-26,1,250000.0,250000.0,62500.0,187500.0,UPI,successful
328,771,105,2025-03-07,4,45000.0,180000.0,27000.0,153000.0,UPI,successful
329,960,104,2025-12-26,1,8000.0,8000.0,3200.0,4800.0,Cash,successful
330,6,105,2025-04-26,5,45000.0,225000.0,22500.0,202500.0,NetBanking,successful
331,381,103,2025-09-09,1,1300.0,1300.0,390.0,910.0,Card,successful
332,970,101,2025-10-08,3,250000.0,750000.0,300000.0,450000.0,UPI,successful
333,220,104,2025-05-20,1,8000.0,8000.0,400.0,7600.0,UPI,successful
334,55,104,2025-10-09,3,8000.0,24000.0,7200.0,16800.0,Card,successful
335,524,110,2025-12-27,2,45000.0,90000.0,4500.0,85500.0,Cash,successful
